text,label
"Eating a handful of walnuts every day can improve your memory by 50% and prevent Alzheimer's. This is a scientific fact. Forward to all your friends.",HEALTH_FAKE
"URGENT: Your PAN card is linked to multiple bank accounts. To avoid a tax raid, please verify your details here: http://it-department-verify.in immediately.",SCAM
"The Indian government has officially launched the 'BHASHINI' platform to provide AI-based language translation services in all 22 scheduled Indian languages.",TRUE
"Breaking Financial News: The price of petrol will hit 200 rupees per liter from tomorrow because of a major supply disruption. Fill your tank tonight. Viral.",FINANCIAL_FAKE
"Shocking! A video shows a politician saying that he will take away the reservations for certain communities if he wins. This is a blow to social justice. Share.",POLITICAL_FAKE
"Warning! They are distributing pamphlets with wrong information about our religion to confuse our children. Stay alert and inform everyone in the colony.",COMMUNAL
"Applying a paste of neem leaves on your skin can cure any skin disease including psoriasis and eczema. This is the most powerful natural medicine. Forward.",HEALTH_FAKE
"Congratulations! Your mobile number has won 10 Lakhs in the 'Jio Summer Surprise' lucky draw. To claim, call 7777777777 and share your bank details. Viral.",SCAM
"The Indian government has launched the 'PM-Vishwa' scheme to provide credit support to traditional artisans and craftspeople with low interest rates.",TRUE
"Alert: A new 'Digital Transaction Fee' of 50 paise will be charged for every UPI transaction from tomorrow. This is to fund the new cyber security department. Share.",FINANCIAL_FAKE
"Breaking: The government is going to provide free smartphones to all students who scored more than 60% in their board exams. Register here to get yours.",POLITICAL_FAKE
"They are trying to change the name of our city to something that doesn't reflect our history. We must protest and save our heritage. Share this message to all.",COMMUNAL
"Cure for Diabetes! Just eat 2 leaves of 'Insulin Plant' every morning. Your sugar levels will be normal in 10 days without any medicine. Forward to all patients.",HEALTH_FAKE
"Important: Your Facebook password has been compromised. To prevent your account from being used for illegal activities, change it here: http://fb-secure-pass.com",SCAM
"The Indian government has officially launched the 'Mission Shakti' to provide a unified platform for women's safety, security, and empowerment across India.",TRUE
"Breaking Financial News: A new law says that if you have more than 50,000 in cash at home, it will be considered illegal money. Deposit your cash today. Viral.",FINANCIAL_FAKE
"Shocking! A leaked video shows a top minister saying that the new bill was written by a group of billionaires to exploit the common man. Share this viral video.",POLITICAL_FAKE
"They are occupying all the public lands to build their community centers. This is a planned strategy to take over the city. Wake up and protest. Forward all.",COMMUNAL
"Eating a bowl of oats every morning can reduce your bad cholesterol by 20% in just 1 month. This is the easiest way to keep your heart healthy. Forward.",HEALTH_FAKE
"URGENT: Your Amazon Prime subscription has expired. To continue enjoying free delivery and movies, renew your plan here: http://amazon-prime-renew.in now.",SCAM
"The Indian government has launched the 'PM-DAKSH' scheme to provide skill development training to the marginalized sections of society and make them employable.",TRUE
"Alert: A major gold loan company has gone bankrupt. All the gold kept as security will be auctioned by the government. Check your loan status now. Viral news.",FINANCIAL_FAKE
"Breaking: The government is going to provide a monthly pension of 3000 to all unemployed youth under the new 'Yuva Shakti' scheme. Register here to apply.",POLITICAL_FAKE
"Warning! They are planning to create a riot during the upcoming festival to blame our community. Stay safe and don't participate in any suspicious activities.",COMMUNAL
"Applying a mixture of turmeric and milk on your face every night can remove any dark spots and make your skin glow in 7 days. Forward this beauty secret.",HEALTH_FAKE
"Congratulations! You have been selected for a free gift from 'Flipkart' to celebrate its 10th anniversary. To claim, click here and share with 10 friends.",SCAM
"The Indian government has officially launched the 'PM-DevINE' scheme for the development of the North Eastern Region to fund infrastructure and social projects.",TRUE
"Breaking Financial News: A new 'Bank Fee' of 100 rupees will be deducted from your account every month for the maintenance of your digital data. Share this info.",FINANCIAL_FAKE
"Shocking! A video shows a politician saying that he will close all private schools if he wins to force everyone to go to government schools. Share this news.",POLITICAL_FAKE
"They are spreading false information about our community to create hatred. We must stay united and show the world our true values. Share this message to all.",COMMUNAL
"Cure for Kidney stones! Just drink a glass of radish juice mixed with lemon every morning. The stones will dissolve and come out in 10 days. Forward to help.",HEALTH_FAKE
"Important: Your Netflix account has been used by 5 different people. To secure your account and prevent suspension, click here and verify your identity.",SCAM
"The Indian government has launched the 'PM-SURAJ' portal to provide credit support to one lakh entrepreneurs from the marginalized sections of society across India.",TRUE
"Alert: A new 'Stock Tax' of 10% will be applicable on all intraday profits from tomorrow. This is to control the market volatility. Breaking news aayi hai, share.",FINANCIAL_FAKE
"Breaking: The government is going to provide a free tablet to all students who are in Class 12. Register your name on the 'Digital India' portal now.",POLITICAL_FAKE
"They are trying to change the name of our city to something that doesn't reflect our history. We must protest and save our heritage. Share this message to all.",COMMUNAL
"Eating a handful of almonds every day can boost your brain power and prevent memory loss in old age. This is a traditional Indian wisdom. Forward to all.",HEALTH_FAKE
"URGENT: Your electricity bill payment has failed. Our team will come to disconnect your power in 1 hour. To avoid this, pay 2000 to this number now.",SCAM
"The Indian government has officially launched the 'Sagar Mala' project to modernize India's ports and develop the coastline to boost the maritime economy.",TRUE
"Breaking Financial News: A major insurance company has been caught in a 10,000 crore fraud. All policies will be null and void. Check your policy status. Viral.",FINANCIAL_FAKE
"Shocking! A leaked document shows that the government is planning to sell the Indian Railways to a group of foreign investors. Share this news to protest.",POLITICAL_FAKE
"Warning! They are distributing poisonous sweets near schools to target our children. Tell your children not to take anything from strangers. Share this alert.",COMMUNAL
"Applying a mixture of ginger and honey on your chest can cure any cough and cold in 1 night. This is much better than any cough syrup. Forward this tip.",HEALTH_FAKE
"Congratulations! You have won a 1000 rupee voucher from Myntra. To claim, fill this survey and share it with 5 groups on WhatsApp. Viral ho raha hai offer.",SCAM
"The Indian government has launched the 'PM-KUSUM' scheme to provide solar pumps and other renewable energy plants to farmers across the country to boost income.",TRUE
"Alert: A major credit card company is going to charge a 'National Security Fee' of 500 rupees from all users. Check your monthly statement. Viral news.",FINANCIAL_FAKE
"Breaking: The government is going to provide a free laptop to all students who are in their final year of college. Register here to get yours today.",POLITICAL_FAKE
"They are trying to take over our local temple and convert it into a museum. We must stand together and protect our holy place. Share this message to all.",COMMUNAL
"Cure for Hair fall! Just rub a slice of garlic on your head every night before sleeping. It stimulates the hair follicles and grows new hair. Forward to all.",HEALTH_FAKE
"Important: Your WhatsApp account will be deactivated if you don't share this message with 10 people. This is a new security update from Meta. Don't ignore.",SCAM
"The Indian government has officially launched the 'Mission Shakti' to provide a unified platform for women's safety, security, and empowerment across India.",TRUE
"Breaking Financial News: A new law says that if you have more than one bank account, you have to pay a 'Multiple Account Tax' of 1000 per year. Share this info.",FINANCIAL_FAKE
"Shocking! A video shows a politician saying that he will increase the price of milk to 100 rupees if he wins to benefit the big dairy companies. Share.",POLITICAL_FAKE
"They are spreading rumors to create panic in our community. We must stay calm and not believe anything without verification. Share this message to everyone.",COMMUNAL
"Eating a bowl of curd every morning can improve your digestion and keep your stomach cool throughout the day. This is a healthy habit. Forward to all.",HEALTH_FAKE
"URGENT: Your bank account has been debited with 15,000 for a purchase on Amazon. If you didn't do this, click here to cancel the order and get a refund.",SCAM
"The Indian government has launched the 'PM-DAKSH' scheme to provide skill development training to the marginalized sections of society to make them employable.",TRUE
"Alert: A major mobile wallet company is going to start charging for every transaction. Move your money to your bank account today to avoid fees. Viral news.",FINANCIAL_FAKE
"Breaking: The government is going to provide a monthly stipend of 5000 to all post-graduate students under the new 'Vidya Lakshmi' scheme. Register here.",POLITICAL_FAKE
"Warning! They are planning to disturb the peace during the upcoming festival by spreading false news on social media. Stay alert and don't forward rumors.",COMMUNAL
"Applying a paste of neem and turmeric on your skin can cure any pimple and acne in 2 days. This is a natural and effective remedy. Forward this beauty tip.",HEALTH_FAKE
"Congratulations! You have been selected for a free smartphone from 'Reliance Jio' to celebrate its 10th anniversary. To claim, click here and share.",SCAM
"The Indian government has officially launched the 'PM-DevINE' scheme for the development of the North Eastern Region to fund infrastructure and social projects.",TRUE
"Breaking Financial News: A new 'ATM Fee' of 50 rupees will be deducted for every withdrawal from next month. Use digital payments to save money. Viral alert.",FINANCIAL_FAKE
"Shocking! A leaked video shows a politician saying that he will privatize all government hospitals if he wins. This is a blow to the poor. Share this news.",POLITICAL_FAKE
"They are trying to destroy our local traditions by bringing in foreign culture. We must stand together and protect our heritage. Share this message to all.",COMMUNAL
"Cure for Thyroid! Just eat a piece of ginger with honey every morning on an empty stomach. Your thyroid will be normal in 2 weeks. Forward this natural cure.",HEALTH_FAKE
"Important: Your Amazon account has been logged in from a new device in Russia. If this is not you, click here to secure your account: http://amazon-secure-login.com",SCAM
"The Indian government has launched the 'PM-KUSUM' scheme to provide solar pumps and other renewable energy plants to farmers across the country to boost income.",TRUE
"Alert: A major private bank is going to stop its operations from next month. All customers are advised to close their accounts and withdraw their money. Viral.",FINANCIAL_FAKE
"Breaking: The government is going to provide free insurance of 10 lakhs to every citizen who has a 'Jan Dhan' account. Register your name here before it's too late.",POLITICAL_FAKE
"They are building a secret wall around our community to isolate us. This is an attack on our freedom and dignity. Share this photo to show the world.",COMMUNAL
"Eating a handful of walnuts every day can improve your memory by 50% and prevent Alzheimer's. This is a scientific fact. Forward to all your friends.",HEALTH_FAKE
"URGENT: Your PAN card is linked to multiple bank accounts. To avoid a tax raid, please verify your details here: http://it-department-verify.in immediately.",SCAM
"The Indian government has officially launched the 'BHASHINI' platform to provide AI-based language translation services in all 22 scheduled Indian languages.",TRUE
"Breaking Financial News: The price of petrol will hit 200 rupees per liter from tomorrow because of a major supply disruption. Fill your tank tonight. Viral.",FINANCIAL_FAKE
"Shocking! A video shows a politician saying that he will take away the reservations for certain communities if he wins. This is a blow to social justice. Share.",POLITICAL_FAKE
"Warning! They are distributing pamphlets with wrong information about our religion to confuse our children. Stay alert and inform everyone in the colony.",COMMUNAL
"Applying a paste of neem leaves on your skin can cure any skin disease including psoriasis and eczema. This is the most powerful natural medicine. Forward.",HEALTH_FAKE
"Congratulations! Your mobile number has won 10 Lakhs in the 'Jio Summer Surprise' lucky draw. To claim, call 7777777777 and share your bank details. Viral.",SCAM
"The Indian government has launched the 'PM-Vishwa' scheme to provide credit support to traditional artisans and craftspeople with low interest rates.",TRUE
"Alert: A new 'Digital Transaction Fee' of 50 paise will be charged for every UPI transaction from tomorrow. This is to fund the new cyber security department. Share.",FINANCIAL_FAKE
"Breaking: The government is going to provide free smartphones to all students who scored more than 60% in their board exams. Register here to get yours.",POLITICAL_FAKE
"They are trying to change the name of our city to something that doesn't reflect our history. We must protest and save our heritage. Share this message to all.",COMMUNAL
"Cure for Diabetes! Just eat 2 leaves of 'Insulin Plant' every morning. Your sugar levels will be normal in 10 days without any medicine. Forward to all patients.",HEALTH_FAKE
"Important: Your Facebook password has been compromised. To prevent your account from being used for illegal activities, change it here: http://fb-secure-pass.com",SCAM
"The Indian government has officially launched the 'Mission Shakti' to provide a unified platform for women's safety, security, and empowerment across India.",TRUE
"Breaking Financial News: A new law says that if you have more than 50,000 in cash at home, it will be considered illegal money. Deposit your cash today. Viral.",FINANCIAL_FAKE
"Shocking! A leaked video shows a top minister saying that the new bill was written by a group of billionaires to exploit the common man. Share this viral video.",POLITICAL_FAKE
"They are occupying all the public lands to build their community centers. This is a planned strategy to take over the city. Wake up and protest. Forward all.",COMMUNAL
"Eating a bowl of oats every morning can reduce your bad cholesterol by 20% in just 1 month. This is the easiest way to keep your heart healthy. Forward.",HEALTH_FAKE
"URGENT: Your Amazon Prime subscription has expired. To continue enjoying free delivery and movies, renew your plan here: http://amazon-prime-renew.in now.",SCAM
"The Indian government has launched the 'PM-DAKSH' scheme to provide skill development training to the marginalized sections of society and make them employable.",TRUE
"Alert: A major gold loan company has gone bankrupt. All the gold kept as security will be auctioned by the government. Check your loan status now. Viral news.",FINANCIAL_FAKE
"Breaking: The government is going to provide a monthly pension of 3000 to all unemployed youth under the new 'Yuva Shakti' scheme. Register here to apply.",POLITICAL_FAKE
"Warning! They are planning to create a riot during the upcoming festival to blame our community. Stay safe and don't participate in any suspicious activities.",COMMUNAL
"Applying a mixture of turmeric and milk on your face every night can remove any dark spots and make your skin glow in 7 days. Forward this beauty secret.",HEALTH_FAKE
"Congratulations! You have been selected for a free gift from 'Flipkart' to celebrate its 10th anniversary. To claim, click here and share with 10 friends.",SCAM
"The Indian government has officially launched the 'PM-DevINE' scheme for the development of the North Eastern Region to fund infrastructure and social projects.",TRUE
"Breaking Financial News: A new 'Bank Fee' of 100 rupees will be deducted from your account every month for the maintenance of your digital data. Share this info.",FINANCIAL_FAKE
"Shocking! A video shows a politician saying that he will close all private schools if he wins to force everyone to go to government schools. Share this news.",POLITICAL_FAKE
"They are spreading false information about our community to create hatred. We must stay united and show the world our true values. Share this message to all.",COMMUNAL
"Cure for Kidney stones! Just drink a glass of radish juice mixed with lemon every morning. The stones will dissolve and come out in 10 days. Forward to help.",HEALTH_FAKE
"Important: Your Netflix account has been used by 5 different people. To secure your account and prevent suspension, click here and verify your identity.",SCAM
"The Indian government has launched the 'PM-SURAJ' portal to provide credit support to one lakh entrepreneurs from the marginalized sections of society across India.",TRUE
"Alert: A new 'Stock Tax' of 10% will be applicable on all intraday profits from tomorrow. This is to control the market volatility. Breaking news aayi hai, share.",FINANCIAL_FAKE
"Breaking: The government is going to provide a free tablet to all students who are in Class 12. Register your name on the 'Digital India' portal now.",POLITICAL_FAKE
"They are trying to change the name of our city to something that doesn't reflect our history. We must protest and save our heritage. Share this message to all.",COMMUNAL
"Eating a handful of almonds every day can boost your brain power and prevent memory loss in old age. This is a traditional Indian wisdom. Forward to all.",HEALTH_FAKE
"URGENT: Your electricity bill payment has failed. Our team will come to disconnect your power in 1 hour. To avoid this, pay 2000 to this number now.",SCAM
"The Indian government has officially launched the 'Sagar Mala' project to modernize India's ports and develop the coastline to boost the maritime economy.",TRUE
"Breaking Financial News: A major insurance company has been caught in a 10,000 crore fraud. All policies will be null and void. Check your policy status. Viral.",FINANCIAL_FAKE
"Shocking! A leaked document shows that the government is planning to sell the Indian Railways to a group of foreign investors. Share this news to protest.",POLITICAL_FAKE
"Warning! They are distributing poisonous sweets near schools to target our children. Tell your children not to take anything from strangers. Share this alert.",COMMUNAL
"Applying a mixture of ginger and honey on your chest can cure any cough and cold in 1 night. This is much better than any cough syrup. Forward this tip.",HEALTH_FAKE
"Congratulations! You have won a 1000 rupee voucher from Myntra. To claim, fill this survey and share it with 5 groups on WhatsApp. Viral ho raha hai offer.",SCAM
"The Indian government has launched the 'PM-KUSUM' scheme to provide solar pumps and other renewable energy plants to farmers across the country to boost income.",TRUE
"Alert: A major credit card company is going to charge a 'National Security Fee' of 500 rupees from all users. Check your monthly statement. Viral news.",FINANCIAL_FAKE
"Breaking: The government is going to provide a free laptop to all students who are in their final year of college. Register here to get yours today.",POLITICAL_FAKE
"They are trying to take over our local temple and convert it into a museum. We must stand together and protect our holy place. Share this message to all.",COMMUNAL
"Cure for Hair fall! Just rub a slice of garlic on your head every night before sleeping. It stimulates the hair follicles and grows new hair. Forward to all.",HEALTH_FAKE
"Important: Your WhatsApp account will be deactivated if you don't share this message with 10 people. This is a new security update from Meta. Don't ignore.",SCAM
"The Indian government has officially launched the 'Mission Shakti' to provide a unified platform for women's safety, security, and empowerment across India.",TRUE
"Breaking Financial News: A new law says that if you have more than one bank account, you have to pay a 'Multiple Account Tax' of 1000 per year. Share this info.",FINANCIAL_FAKE
"Shocking! A video shows a politician saying that he will increase the price of milk to 100 rupees if he wins to benefit the big dairy companies. Share.",POLITICAL_FAKE
"They are spreading rumors to create panic in our community. We must stay calm and not believe anything without verification. Share this message to everyone.",COMMUNAL
"Eating a bowl of curd every morning can improve your digestion and keep your stomach cool throughout the day. This is a healthy habit. Forward to all.",HEALTH_FAKE
"URGENT: Your bank account has been debited with 15,000 for a purchase on Amazon. If you didn't do this, click here to cancel the order and get a refund.",SCAM
"The Indian government has launched the 'PM-DAKSH' scheme to provide skill development training to the marginalized sections of society to make them employable.",TRUE
"Alert: A major mobile wallet company is going to start charging for every transaction. Move your money to your bank account today to avoid fees. Viral news.",FINANCIAL_FAKE
"Breaking: The government is going to provide a monthly stipend of 5000 to all post-graduate students under the new 'Vidya Lakshmi' scheme. Register here.",POLITICAL_FAKE
"Warning! They are planning to disturb the peace during the upcoming festival by spreading false news on social media. Stay alert and don't forward rumors.",COMMUNAL
"Applying a paste of neem and turmeric on your skin can cure any pimple and acne in 2 days. This is a natural and effective remedy. Forward this beauty tip.",HEALTH_FAKE
"Congratulations! You have been selected for a free smartphone from 'Reliance Jio' to celebrate its 10th anniversary. To claim, click here and share.",SCAM
"The Indian government has officially launched the 'PM-DevINE' scheme for the development of the North Eastern Region to fund infrastructure and social projects.",TRUE
"Breaking Financial News: A new 'ATM Fee' of 50 rupees will be deducted for every withdrawal from next month. Use digital payments to save money. Viral alert.",FINANCIAL_FAKE
"Shocking! A leaked video shows a politician saying that he will privatize all government hospitals if he wins. This is a blow to the poor. Share this news.",POLITICAL_FAKE
"They are trying to destroy our local traditions by bringing in foreign culture. We must stand together and protect our heritage. Share this message to all.",COMMUNAL
"Cure for Thyroid! Just eat a piece of ginger with honey every morning on an empty stomach. Your thyroid will be normal in 2 weeks. Forward this natural cure.",HEALTH_FAKE
"Important: Your Amazon account has been logged in from a new device in Russia. If this is not you, click here to secure your account: http://amazon-secure-login.com",SCAM
"The Indian government has launched the 'PM-KUSUM' scheme to provide solar pumps and other renewable energy plants to farmers across the country to boost income.",TRUE
"Alert: A major private bank is going to stop its operations from next month. All customers are advised to close their accounts and withdraw their money. Viral.",FINANCIAL_FAKE
"Breaking: The government is going to provide free insurance of 10 lakhs to every citizen who has a 'Jan Dhan' account. Register your name here before it's too late.",POLITICAL_FAKE
"They are building a secret wall around our community to isolate us. This is an attack on our freedom and dignity. Share this photo to show the world.",COMMUNAL
"Eating a handful of walnuts every day can improve your memory by 50% and prevent Alzheimer's. This is a scientific fact. Forward to all your friends.",HEALTH_FAKE
"URGENT: Your PAN card is linked to multiple bank accounts. To avoid a tax raid, please verify your details here: http://it-department-verify.in immediately.",SCAM
"The Indian government has officially launched the 'BHASHINI' platform to provide AI-based language translation services in all 22 scheduled Indian languages.",TRUE
"Breaking Financial News: The price of petrol will hit 200 rupees per liter from tomorrow because of a major supply disruption. Fill your tank tonight. Viral.",FINANCIAL_FAKE
"Shocking! A video shows a politician saying that he will take away the reservations for certain communities if he wins. This is a blow to social justice. Share.",POLITICAL_FAKE
"Warning! They are distributing pamphlets with wrong information about our religion to confuse our children. Stay alert and inform everyone in the colony.",COMMUNAL
"Applying a paste of neem leaves on your skin can cure any skin disease including psoriasis and eczema. This is the most powerful natural medicine. Forward.",HEALTH_FAKE
"Congratulations! Your mobile number has won 10 Lakhs in the 'Jio Summer Surprise' lucky draw. To claim, call 7777777777 and share your bank details. Viral.",SCAM
"The Indian government has launched the 'PM-Vishwa' scheme to provide credit support to traditional artisans and craftspeople with low interest rates.",TRUE
"Alert: A new 'Digital Transaction Fee' of 50 paise will be charged for every UPI transaction from tomorrow. This is to fund the new cyber security department. Share.",FINANCIAL_FAKE
"Breaking: The government is going to provide free smartphones to all students who scored more than 60% in their board exams. Register here to get yours.",POLITICAL_FAKE
"They are trying to change the name of our city to something that doesn't reflect our history. We must protest and save our heritage. Share this message to all.",COMMUNAL
"Cure for Diabetes! Just eat 2 leaves of 'Insulin Plant' every morning. Your sugar levels will be normal in 10 days without any medicine. Forward to all patients.",HEALTH_FAKE
"Important: Your Facebook password has been compromised. To prevent your account from being used for illegal activities, change it here: http://fb-secure-pass.com",SCAM
"The Indian government has officially launched the 'Mission Shakti' to provide a unified platform for women's safety, security, and empowerment across India.",TRUE
"Breaking Financial News: A new law says that if you have more than 50,000 in cash at home, it will be considered illegal money. Deposit your cash today. Viral.",FINANCIAL_FAKE
"Shocking! A leaked video shows a top minister saying that the new bill was written by a group of billionaires to exploit the common man. Share this viral video.",POLITICAL_FAKE
"They are occupying all the public lands to build their community centers. This is a planned strategy to take over the city. Wake up and protest. Forward all.",COMMUNAL
"Eating a bowl of oats every morning can reduce your bad cholesterol by 20% in just 1 month. This is the easiest way to keep your heart healthy. Forward.",HEALTH_FAKE
"URGENT: Your Amazon Prime subscription has expired. To continue enjoying free delivery and movies, renew your plan here: http://amazon-prime-renew.in now.",SCAM
"The Indian government has launched the 'PM-DAKSH' scheme to provide skill development training to the marginalized sections of society and make them employable.",TRUE
"Alert: A major gold loan company has gone bankrupt. All the gold kept as security will be auctioned by the government. Check your loan status now. Viral news.",FINANCIAL_FAKE
"Breaking: The government is going to provide a monthly pension of 3000 to all unemployed youth under the new 'Yuva Shakti' scheme. Register here to apply.",POLITICAL_FAKE
"Warning! They are planning to create a riot during the upcoming festival to blame our community. Stay safe and don't participate in any suspicious activities.",COMMUNAL
"Applying a mixture of turmeric and milk on your face every night can remove any dark spots and make your skin glow in 7 days. Forward this beauty secret.",HEALTH_FAKE
"Congratulations! You have been selected for a free gift from 'Flipkart' to celebrate its 10th anniversary. To claim, click here and share with 10 friends.",SCAM
"The Indian government has officially launched the 'PM-DevINE' scheme for the development of the North Eastern Region to fund infrastructure and social projects.",TRUE
"Breaking Financial News: A new 'Bank Fee' of 100 rupees will be deducted from your account every month for the maintenance of your digital data. Share this info.",FINANCIAL_FAKE
"Shocking! A video shows a politician saying that he will close all private schools if he wins to force everyone to go to government schools. Share this news.",POLITICAL_FAKE
"They are spreading false information about our community to create hatred. We must stay united and show the world our true values. Share this message to all.",COMMUNAL
"Cure for Kidney stones! Just drink a glass of radish juice mixed with lemon every morning. The stones will dissolve and come out in 10 days. Forward to help.",HEALTH_FAKE
"Important: Your Netflix account has been used by 5 different people. To secure your account and prevent suspension, click here and verify your identity.",SCAM
"The Indian government has launched the 'PM-SURAJ' portal to provide credit support to one lakh entrepreneurs from the marginalized sections of society across India.",TRUE
"Alert: A new 'Stock Tax' of 10% will be applicable on all intraday profits from tomorrow. This is to control the market volatility. Breaking news aayi hai, share.",FINANCIAL_FAKE
"Breaking: The government is going to provide a free tablet to all students who are in Class 12. Register your name on the 'Digital India' portal now.",POLITICAL_FAKE
"They are trying to change the name of our city to something that doesn't reflect our history. We must protest and save our heritage. Share this message to all.",COMMUNAL
"Eating a handful of almonds every day can boost your brain power and prevent memory loss in old age. This is a traditional Indian wisdom. Forward to all.",HEALTH_FAKE
"URGENT: Your electricity bill payment has failed. Our team will come to disconnect your power in 1 hour. To avoid this, pay 2000 to this number now.",SCAM
"The Indian government has officially launched the 'Sagar Mala' project to modernize India's ports and develop the coastline to boost the maritime economy.",TRUE
"Breaking Financial News: A major insurance company has been caught in a 10,000 crore fraud. All policies will be null and void. Check your policy status. Viral.",FINANCIAL_FAKE
"Shocking! A leaked document shows that the government is planning to sell the Indian Railways to a group of foreign investors. Share this news to protest.",POLITICAL_FAKE
"Warning! They are distributing poisonous sweets near schools to target our children. Tell your children not to take anything from strangers. Share this alert.",COMMUNAL
"Applying a mixture of ginger and honey on your chest can cure any cough and cold in 1 night. This is much better than any cough syrup. Forward this tip.",HEALTH_FAKE
"Congratulations! You have won a 1000 rupee voucher from Myntra. To claim, fill this survey and share it with 5 groups on WhatsApp. Viral ho raha hai offer.",SCAM
"The Indian government has launched the 'PM-KUSUM' scheme to provide solar pumps and other renewable energy plants to farmers across the country to boost income.",TRUE
"Alert: A major credit card company is going to charge a 'National Security Fee' of 500 rupees from all users. Check your monthly statement. Viral news.",FINANCIAL_FAKE
"Breaking: The government is going to provide a free laptop to all students who are in their final year of college. Register here to get yours today.",POLITICAL_FAKE
"They are trying to take over our local temple and convert it into a museum. We must stand together and protect our holy place. Share this message to all.",COMMUNAL
"Cure for Hair fall! Just rub a slice of garlic on your head every night before sleeping. It stimulates the hair follicles and grows new hair. Forward to all.",HEALTH_FAKE
"Important: Your WhatsApp account will be deactivated if you don't share this message with 10 people. This is a new security update from Meta. Don't ignore.",SCAM
"The Indian government has officially launched the 'Mission Shakti' to provide a unified platform for women's safety, security, and empowerment across India.",TRUE
"Breaking Financial News: A new law says that if you have more than one bank account, you have to pay a 'Multiple Account Tax' of 1000 per year. Share this info.",FINANCIAL_FAKE
"Shocking! A video shows a politician saying that he will increase the price of milk to 100 rupees if he wins to benefit the big dairy companies. Share.",POLITICAL_FAKE
"They are spreading rumors to create panic in our community. We must stay calm and not believe anything without verification. Share this message to everyone.",COMMUNAL
"Eating a bowl of curd every morning can improve your digestion and keep your stomach cool throughout the day. This is a healthy habit. Forward to all.",HEALTH_FAKE
"URGENT: Your bank account has been debited with 15,000 for a purchase on Amazon. If you didn't do this, click here to cancel the order and get a refund.",SCAM
"The Indian government has launched the 'PM-DAKSH' scheme to provide skill development training to the marginalized sections of society to make them employable.",TRUE
"Alert: A major mobile wallet company is going to start charging for every transaction. Move your money to your bank account today to avoid fees. Viral news.",FINANCIAL_FAKE
"Breaking: The government is going to provide a monthly stipend of 5000 to all post-graduate students under the new 'Vidya Lakshmi' scheme. Register here.",POLITICAL_FAKE
"Warning! They are planning to disturb the peace during the upcoming festival by spreading false news on social media. Stay alert and don't forward rumors.",COMMUNAL
"Applying a paste of neem and turmeric on your skin can cure any pimple and acne in 2 days. This is a natural and effective remedy. Forward this beauty tip.",HEALTH_FAKE
"Congratulations! You have been selected for a free smartphone from 'Reliance Jio' to celebrate its 10th anniversary. To claim, click here and share.",SCAM
"The Indian government has officially launched the 'PM-DevINE' scheme for the development of the North Eastern Region to fund infrastructure and social projects.",TRUE
"Breaking Financial News: A new 'ATM Fee' of 50 rupees will be deducted for every withdrawal from next month. Use digital payments to save money. Viral alert.",FINANCIAL_FAKE
"Shocking! A leaked video shows a politician saying that he will privatize all government hospitals if he wins. This is a blow to the poor. Share this news.",POLITICAL_FAKE
"They are trying to destroy our local traditions by bringing in foreign culture. We must stand together and protect our heritage. Share this message to all.",COMMUNAL
"Cure for Thyroid! Just eat a piece of ginger with honey every morning on an empty stomach. Your thyroid will be normal in 2 weeks. Forward this natural cure.",HEALTH_FAKE
"Important: Your Amazon account has been logged in from a new device in Russia. If this is not you, click here to secure your account: http://amazon-secure-login.com",SCAM
"The Indian government has launched the 'PM-KUSUM' scheme to provide solar pumps and other renewable energy plants to farmers across the country to boost income.",TRUE
"Alert: A major private bank is going to stop its operations from next month. All customers are advised to close their accounts and withdraw their money. Viral.",FINANCIAL_FAKE
"Breaking: The government is going to provide free insurance of 10 lakhs to every citizen who has a 'Jan Dhan' account. Register your name here before it's too late.",POLITICAL_FAKE
"They are building a secret wall around our community to isolate us. This is an attack on our freedom and dignity. Share this photo to show the world.",COMMUNAL
"Eating a handful of walnuts every day can improve your memory by 50% and prevent Alzheimer's. This is a scientific fact. Forward to all your friends.",HEALTH_FAKE
"URGENT: Your PAN card is linked to multiple bank accounts. To avoid a tax raid, please verify your details here: http://it-department-verify.in immediately.",SCAM
"The Indian government has officially launched the 'BHASHINI' platform to provide AI-based language translation services in all 22 scheduled Indian languages.",TRUE
"Breaking Financial News: The price of petrol will hit 200 rupees per liter from tomorrow because of a major supply disruption. Fill your tank tonight. Viral.",FINANCIAL_FAKE
"Shocking! A video shows a politician saying that he will take away the reservations for certain communities if he wins. This is a blow to social justice. Share.",POLITICAL_FAKE
"Warning! They are distributing pamphlets with wrong information about our religion to confuse our children. Stay alert and inform everyone in the colony.",COMMUNAL
"Applying a paste of neem leaves on your skin can cure any skin disease including psoriasis and eczema. This is the most powerful natural medicine. Forward.",HEALTH_FAKE
"Congratulations! Your mobile number has won 10 Lakhs in the 'Jio Summer Surprise' lucky draw. To claim, call 7777777777 and share your bank details. Viral.",SCAM
"The Indian government has launched the 'PM-Vishwa' scheme to provide credit support to traditional artisans and craftspeople with low interest rates.",TRUE
"Alert: A new 'Digital Transaction Fee' of 50 paise will be charged for every UPI transaction from tomorrow. This is to fund the new cyber security department. Share.",FINANCIAL_FAKE
"Breaking: The government is going to provide free smartphones to all students who scored more than 60% in their board exams. Register here to get yours.",POLITICAL_FAKE
"They are trying to change the name of our city to something that doesn't reflect our history. We must protest and save our heritage. Share this message to all.",COMMUNAL
